address_@type,address_addressRegion,@type,description,address_postalCode,telephone,address_addressLocality,name,image,address_streetAddress,@context
PostalAddress,CA,LocalBusiness,"Provides: Food pantry, hot meals, infant eeds, hygiene kits, clothing and classes.Hours:Tuesday10:00am - 1:00pmWednesday10:0am (Spanish Seeking)1:00ampm (Orientation)Thursday10:00am - 1:00pmDonations: Are accepted Monday through Friday from 9:00am - 3:300pmFor more information, please call.",93534,(661) 940-5272,Lancaster,Grace Resource Center,https://www.foodpantries.org/gallery/33491_grace-resource-center_fmh.jpg,45134 N. Sierra Highway,https://schema.org
PostalAddress,CA,LocalBusiness,"Helping Hands Feeding Children has a food drive.Hours Every 2nd and 4th Saturday of the month 10:00am - 11:00amThe Office Hours Tuesday-Friday 8:30am - 4:30pmFor more information, please call. ",93534,(661) 317-5915,Lancaster,Helping Hands Feeding Children,https://www.foodpantries.org/gallery/36130_helping-hands-feeding-children_oui.png,154 East Ave I,https://schema.org
PostalAddress,CA,LocalBusiness,DCCI Helps is a community outreach program that at the moment services the whole Antelope Valley area. Hours:The 3rd Saturday of the monthPlease call for time We do emergency/ clothing once a week for families in need and individuals with proof of residence in the antelope valley area. Telephone appointments only. We also have a ton of other resources once you fill out the application of needs that you require.Business Hours:Monday - Friday 9:00am - 2:00pm,93534,(661) 582-8177,Lancaster,Destiny Christian Center International,https://www.foodpantries.org/gallery/no_photo_9.jpg,44628 10th Street W,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Soup Kitchen, Hot Meal6:00pm - 7:00pmFor more information, please call. ...",93550,(661) 266-3400,Palmdale,Grace's Palmdale Soup Kitchen at Desert Winds Church,https://www.foodpantries.org/gallery/no_photo_2.jpg,38117 13th Street E,https://schema.org
PostalAddress,CA,LocalBusiness,"Provides food pantry and mobile services.Hours:Monday through Thursday9:00am - 12:00pm The third Friday of the month (reserved for senior citizens)9:00am to 12:00pmThe first Saturday of the month (reserved for working clients)10:00am to 12:00pm Requirements: Must be a resident of the Santa Clarita Valley, with income no greater than 150% of the poverty level as defined in the Emergency Food Assistance Program, and be actively seeking employment unless disabled or retired. Requires ID and d...",91321,(661) 255-5001,Newhall,Santa Clarita Valley Food Pantry,https://www.foodpantries.org/gallery/no_photo_6.jpg,24133 Railroad Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,Free Food Distribution HoursSATURDAY 8:30am to 10:30am  No information will not be asked! Come and get your free grocery bag!...,91340,(818) 403-6432,San Fernando,Lighthouse Foursquare,https://www.foodpantries.org/gallery/no_photo_1.jpg,622 N Maclay Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"For more information, please call. ",90807,(562) 424-8412,Long Beach,Assemblies of God,https://www.foodpantries.org/gallery/no_photo_4.jpg,4103 Cherry Street,https://schema.org
PostalAddress,CA,LocalBusiness,This food pantry provides a great selection of fresh fruits and vegetables.  Groceries are provided to families and individuals. The School Food Pantry  Every 1st &amp; 3rd Friday of the monthat Stevenson Elementary School515 Lime AvenueLong Beach CA 90802NOTE:&nbsp; Pantry services will be closed when school is NOT is sessionCommunity Food PantryEvery 4th Wednesday of the monthat Lilly of the Valley Church 3056 Sante Fe Ave Long Beach CA&nbsp; 90810,90802,562-612-5001,Long Beach,Help Me Help You,https://www.foodpantries.org/gallery/32485_help-me-help-you-at-st-lukes_mcb.jpg,515 lime Ave / Stevenson Elementary School,https://schema.org
PostalAddress,CA,LocalBusiness,BREAKFAST:Served EVERY DAY 7:00-8:00 amLUNCH:Served every Saturday 11:30 am-12:30 pm &amp; the last Sunday of every month 11:30 am-12:30 pmDINNER:Served every Monday- Friday 4:30-5:30 pmThe third Sunday of every month at 3:00 pm three Mother Teresa nuns and Father Scott will serve a wonderful meal.Other Services,90802,562-432-1440,Long Beach,Christian Outreach In Action,https://www.foodpantries.org/gallery/37096_ca_90802_christian-outreach-in-action_uuy.png,515 East Third Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Office Hours:Monday through Friday9:00am - 12:00pm1:30pm - 3:30pmFood  stamps  eligibility  worker  on-site:  THURSDAY  1:30pm to 3:30pm. Utility assistance, food, clothing and transportation. Food Bank Hours:The last Thursday of the month 9:30am - 12:00pm; 1:30pm - 3:00pmFor more information, please call. ",90813,(213) 251-3432,Long Beach,Catholic Charities Long Beach Community Service Center,https://www.foodpantries.org/gallery/37097_ca_90813_catholic-charities-long-beach_ftt.xx&oh=6baff349475c252df426cbbc9f26631d&oe=5D01D1CA,123 E. 14th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours: Lunch Mononday - Thursday 12:00p Dinner 7 days a week 6;00pmFor more information, please call. ",90813,(562) 591-1292,Long Beach,Long Beach Rescue Mission,https://www.foodpantries.org/gallery/37820_long_beach_r-Long_B-90813_mtn.,1430 Pacific Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours: The 4th Thursday of every month10:00am - 11:00amFor more information, please call. ",90808,(562) 421-9374,Long Beach,Parkcrest Church (Heartwell),https://www.foodpantries.org/gallery/38354_parkcrest-church-heartwell_unf.jpg,3936 Woodruff  Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Union Rescue Mission serves three meals a day, every day of the year. Arrangements can be made to provide infant formula, baby food and sack lunches to be taken to school. Alternate phone: (213) 612-0264.",90013,(213) 347-6300,Los Angeles,Union Rescue Mission,https://www.foodpantries.org/gallery/5_union-rescue-mission_wyg.jpg,545 S. San Pedro Street,https://schema.org
PostalAddress,CA,LocalBusiness,APLA Food Bank offers assistance to people with HIV/AIDS. They offer pre-bagged groceries to clients including fresh and frozen items. Hours: Thursday 10:30am - 4:00pm. Please call for more information on eligibility and other program details.,91605,213-201-1600,Los Angeles,APLA Food Bank,https://www.foodpantries.org/gallery/372_apla-food-bank_uoy.png,611 S. Kingsley Dr.,https://schema.org
PostalAddress,CA,LocalBusiness,"We are a program that cooks and delivers free meals to the homes of persons who are home bound with life-threatening illness, We depend on volunteers for growing produce in our gardens, cooking and packing our meals, as well as office projects and special events; volunteers must make an appointment at the phone number listed.Office Hours:Monday8:00am - 4:00pmSunday8:00am - 12:00pmFor more information, please call. ",90038,(323) 845-1800,Los Angeles,Project Angel Food,https://www.foodpantries.org/gallery/438_project-angel-food_trc.jpg,922 Vine Street,https://schema.org
PostalAddress,CA,LocalBusiness,"The Los Angeles Mission has a long history of providing emergency food baskets to those in need. However, in the last six years, we have seen a dramatic increase in the number of requests for emergency food. Each week, we prepare about 40-50 baskets, filled with items donated from local markets including Albertsons. Each basket includes nutritious ingredients for preparing a balanced meal. For more information about our Emergency Food Basket Program, please call at the Anne Douglas Center.For more information, please call. ",90013,(213) 629-1227,Los Angeles,Los Angeles Mission: Food & Shelter,https://www.foodpantries.org/gallery/514_los-angeles-mission-food-shelter_ngm.jpg,303 East 5th Street,https://schema.org
PostalAddress,CA,LocalBusiness,Church food pantry for the needy in Los Angeles. Hours:Sunday 12:30pm - 2:00pm.,90025,310-473-3135,Los Angeles,Faith Tabernacle Church Pantry,https://www.foodpantries.org/gallery/1946_ca-faith_tabernacle_church_pantry_pgf.jpg,2147 Purdue Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Church food pantry for the needy.Hours:Monday, Wednesday, Friday1:0pm - 3:00pmFor more information, please call. ",90018,(323) 703-5868,Los Angeles,Holman United Methodist Church Food Pantry,https://www.foodpantries.org/gallery/1948_ca-holman_united_methodist_church_food_pantry_utq.png,3320 W. Adams Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ",90066,(310) 390-5034,Los Angeles,St. Gerard's Social Service Food Pantry,https://www.foodpantries.org/gallery/no_photo_3.jpg,4439 Inglewood Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"Location: University Student Union, Room 308E (across from the Los Angeles Room),.The Food Pantry Hours: Wednesday:11:00am – 1:00pm 3:00pm - 5:00pm Currently enrolled Cal State LA students are eligible to pick up pre-packaged food bags. For more information, please call. ",90032,(323) 343-3103,Los Angeles,Cal State LA Food Pantry,https://www.foodpantries.org/gallery/no_photo_3.jpg,5151 State University Drive,https://schema.org
PostalAddress,CA,LocalBusiness,"The WEST pantry is located on the south side of Pico Blvd. one-half block west of Robertson Ave. Metered street parking is available on Pico Blvd. and surrounding streets as well as in a parking lot located just a few doors west of the building.  Pantry Hours: Monday - Thursday 10:00am - 1:30pmSunday9:00am - 12:00pmFor more information, please call.   ",90035,(310) 288-0286,Los Angeles,SOVA West Food Pantry,https://www.foodpantries.org/gallery/32317_ca-sova_west_food_pantry_zqp.gif,8846 W. Pico Blvd,https://schema.org
PostalAddress,CA,LocalBusiness,Hours: &nbsp;&nbsp; Monday - Friday 8:00 am - 6:00 pmSaturday8:00 am - 3:00 pmGoals and Services- Distribute high quality foods and non-food essentials to nonprofit agencies that serve the hungry.- Strengthen agencies directly responsible for distributing food and non-food items.- Extend Food Bank services to under-served communities within our service area.- Find ways to eliminate hunger.- Draw from our financial resources in effort to achieve our mission.Community Benefit,90015,(213) 746-2227,Los Angeles,World Harvest Food Bank,https://www.foodpantries.org/gallery/33204_world-harvest-food-bank_jpt.jpg,3200 S Grand Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,The mission of the Los Angeles Regional Food Bank is to mobilize resources to fight hunger in our community.To fulfill our mission we:Source and acquire food and other products and distribute to needy people through charitable agencies or directly through programs.Energize the community to get involved and support hunger relief.Conduct hunger education and awareness campaigns and advocate for public policies that alleviate hunger.Our vision is that no one goes hungry in Los Angeles County.For more infor,90058,(323) 234-3030,Los Angeles,Los Angeles Regional Foodbank,https://www.foodpantries.org/gallery/33547_los-angeles-regional-foodbank_tfy.jpg,1734 E. 41st Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry. Meals Hours: Monday 7:30am - 8:00am Tuesday - Friday 7:30am - 9:00amSaturday 8:30am - 10:00amFor more information, please call. ",90015,(213) 747-5347,Los Angeles,St. Francis Center,https://www.foodpantries.org/gallery/37823_st._francis_-Los_An-90015_olq.jpg,1835 S. Hope Street,https://schema.org
PostalAddress,CA,LocalBusiness,"We are here to fight against hunger in our community. All community residents are welcome to come get free groceries. We have more than enough to share with you. No donations necessary. Just bring a bag to fill with can goods, meats, produce, dairy and bread products. Faithful Service... We are here to help close the gap of hunger in our community   ",90018,(323) 735-7162,Los Angeles,Faithful Service Community Development Corporation,https://www.foodpantries.org/gallery/38345_faithful-service-community-giving-program_eqg.jpg,1416 W 37th Drive,https://schema.org
PostalAddress,CA,LocalBusiness,"They serve three hot, nutritious meals daily to anyone who walks through their doors. Meal Hour:Breakfast:6:30 am Special Guests and Families6:45 am - 7:15 am General PopulationLunch:12:15 pm &nbsp;Special Guests and Families12:30 pm - 1 pm General Population*NO lunch on Sunday* Dinner:4:30 pm Special Guests and Families4:45 pm - 5:15 pm General PopulationSome children come in for breakfast with their famili",90014,(213) 624-9258,Los Angeles,The Midnight Mission,https://www.foodpantries.org/gallery/38582_the-midnight-mission_auv.jpg,601 South San Pedro Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Since 1963, MAOF has been providing comprehensive human services to all Californians through programs in early childhood education and family services, job-training, financial literacy, Food Bank, and senior lifestyle programs.Under Senior Department called SHIA. Please call for more information. ",90640,(323) 890-9600,Montebello,Mexican American Opportunity Foudation - MAOF,https://www.foodpantries.org/gallery/36647_mexican-american-opportunity-foudation_ogo.jpg,401 N Garfield Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry.Hours:1st and 3rd Thursday of the month12:30pm - 1:30pmFor more information, please call. ...",90660,(562) 777-5134,Pico Rivera,Calvary Pico Rivera Community Outreach,https://www.foodpantries.org/gallery/no_photo_1.jpg,4211 Columbia Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Regional Native American Food Bank serving all communities throughout  Southern California. We distribute 100 lb family pack program for  agencies support, aide with food distributions to local pantries,  homeless outreaches, support local government with emergency food  source, youth organizations,  and veteran support. HoursMonday - Friday8:00am - 4:00pmSaturday 8:00am - 2:00pmOpen most holidays.For more information, please call. ...",91733,(626) 442-4273,South El Monte,God Provides Food Bank - Native American Food Bank,https://www.foodpantries.org/gallery/no_photo_2.jpg,2453 Troy Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"The Los Angeles Regional Food Bank provides food to low-income seniors (60+). Requirements: Income verification and picture identification are required to receive the food.Food Pantry Hours:4th Monday of every month9:00am - 11:00amFor more information, please call. ...",91733,(626) 575-5431,South El Monte,San Gabriel Valley Service Center ,https://www.foodpantries.org/gallery/no_photo_1.jpg,1441 Santa Anita Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hour:Saturday9:00am to 12:00pmFor more information, please call....",90241,(562) 862-2438,Downey,Food Help,https://www.foodpantries.org/gallery/no_photo_3.jpg,10909 New Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Distributes groceries.Hours:Tuesday and Thursday (except holidays)For more information, please call....",91731,(626) 579-2190,El Monte,Our Saviour Center Food Pantry,https://www.foodpantries.org/gallery/no_photo_2.jpg,4368 Santa Anita Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"The Valley Food Bank was established in 2001 to serve the food insecure in the San Fernando Valley. Our warehouse facility is a central hub that collects, processes, and distributes surplus food at no-charge to a network of rescue centers, food pantries, and soup kitchens to provide hot nutritious meals and food baskets to the homeless and needy throughout the community.For more information, please call.",91331,818 510-4140,North Hollywood,Valley Food Bank,https://www.foodpantries.org/gallery/626_valley-food-bank_gyo.png,12701 Van Nuys Blvd. Suite A,https://schema.org
PostalAddress,CA,LocalBusiness,"We distribute food.Hours:The last Saturday of month 9:00am to 12:00pmFood distribution is one box per family, if picking up for someone else you must first have that person fill out a form authorizing you  to do so.Requirements:Must bring a copy of ID of person authorizing you.For more information, please call. ",90650,(562) 926-3147,Norwalk,Las Buenas Nuevas Church,https://www.foodpantries.org/gallery/38831_ca_90650_las-buenas-nuevas-church_gir.jpg,11910 Alondra Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"The Norwalk Social Services Center offers a wide range of emergency and support services to residents in crisis situations. Our goal is to assist individuals and families, whose resources have been exhausted, stabilize their situation and seek long-term solutions. Offer Emergency Food Pantry. Adults 60 years and older are welcome to enjoy hot nutritious meals.Hours:Monday - Friday 11:30amFor more information, please call.",90650,(562) 929-5544,Norwalk,Norwalk Social Services Food Pantry,https://www.foodpantries.org/gallery/37822_norwalk_soci-Norwal-90650_hzx.png,12929 Alondra Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hours:Every Thursday 8:00am to 10:00amCanned foods, bread and meats....",90706,(562) 920-7796,Bellflower,St Dominic Savio Church,https://www.foodpantries.org/gallery/no_photo_3.jpg,13400 Bellflower BLVD,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours: The 2nd and 4th Thursday 4:00am - 6:00pmFor more information, please call....",90706,(562) 866-6668,Bellflower,St George's Church,https://www.foodpantries.org/gallery/no_photo_9.jpg,15725 Cornuta Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours: Friday 9:00am - 10:30am  Sign in at 8:am Canned goods, produce and groceries...",90706,(562) 867-0714,Bellflower,Holy Redeemer Church,https://www.foodpantries.org/gallery/no_photo_7.jpg,14515 Blain ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hours:  Last Saturday of every month12:00pm to 2:00pmFood available and lunch until gone For more information, please call. ...",90706,(562) 644-2343,Bellflower,Warrior Center - Palm Street Park,https://www.foodpantries.org/gallery/no_photo_5.jpg,14515 Blaine Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"For more information, please call....",90706,(562) 866-1812,Bellflower,Bethany Church,https://www.foodpantries.org/gallery/no_photo_3.jpg,17054 Bixby Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Soup Kitchen, Hot Meal6:00pm - 7:00pmFor more information, please call. ",93550,(661) 266-3400,Palmdale,Grace's Palmdale Soup Kitchen at Desert Winds Church,https://www.foodpantries.org/gallery/33923_rilkcvvywe.jpg,38117 13th Street E,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:12:00pm Sandwich Shoppe, Hot MealFor more information, please call....",93534,(661) 942-0419,Lancaster,United Methodist Church,https://www.foodpantries.org/gallery/no_photo_8.jpg,918 West Avenue J,https://schema.org
PostalAddress,CA,LocalBusiness,DCCI Helps is a community outreach program that at the moment services the whole Antelope Valley area. Hours:The 3rd Saturday of the monthPlease call for time We do emergency/ clothing once a week for families in need and individuals with proof of residence in the antelope valley area. Telephone appointments only. We also have a ton of other resources once you fill out the application of needs that you require.Business Hours:Monday - Friday 9:00am - 2:00pm...,93534,(661) 582-8177,Lancaster,Destiny Christian Center International,https://www.foodpantries.org/gallery/no_photo_9.jpg,44628 10th Street W,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday  9:00am - 10:00am Food Bags, Meal/ClothesFor more information, please call. ...",93534,(661) 942-3222,Lancaster,St. Vincent de Paul Lancaster,https://www.foodpantries.org/gallery/no_photo_5.jpg,45058 Trevor Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Helping Hands Feeding Children has a food drive.Hours Every 2nd and 4th Saturday of the month 10:00am - 11:00amThe Office Hours Tuesday-Friday 8:30am - 4:30pmFor more information, please call. ...",93534,(661) 317-5915,Lancaster,Helping Hands Feeding Children,https://www.foodpantries.org/gallery/no_photo_9.jpg,154 East Ave I,https://schema.org
PostalAddress,CA,LocalBusiness,"Provides: Food pantry, hot meals, infant eeds, hygiene kits, clothing and classes.Hours:Tuesday10:00am - 1:00pmWednesday10:0am (Spanish Seeking)1:00ampm (Orientation)Thursday10:00am - 1:00pmDonations: Are accepted Monday through Friday from 9:00am - 3:300pmFor more information, please call....",93534,(661) 940-5272,Lancaster,Grace Resource Center,https://www.foodpantries.org/gallery/no_photo_8.jpg,45134 N. Sierra Highway,https://schema.org
PostalAddress,CA,LocalBusiness,Food Hours:Last names A-K 1st and 4th Friday of the month. Last names L-V 2nd and 4th Friday of the month  Celebrate recovery at 6:pm,90723,(562) 533-6820,Paramount,Emmanual Church,https://www.foodpantries.org/gallery/38358_emmanual-church_udm.jpg,15941 Virginia Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry.Hours:1st and 3rd Thursday of the month12:30pm - 1:30pmFor more information, please call. ",90660,(562) 777-5134,Pico Rivera,Calvary Pico Rivera Community Outreach,https://www.foodpantries.org/gallery/37821_corys_kitche-Pico_R-90660_cqf.jpg,4211 Columbia Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Since 1963, MAOF has been providing comprehensive human services to all Californians through programs in early childhood education and family services, job-training, financial literacy, Food Bank, and senior lifestyle programs.Under Senior Department called SHIA. Please call for more information. ...",90640,(323) 890-9600,Montebello,Mexican American Opportunity Foudation - MAOF,https://www.foodpantries.org/gallery/no_photo_5.jpg,401 N Garfield Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hour:Saturday9:00am to 12:00pmFor more information, please call....",90241,(562) 862-2438,Downey,Food Help,https://www.foodpantries.org/gallery/no_photo_7.jpg,10909 New Street,https://schema.org
PostalAddress,CA,LocalBusiness,"The Los Angeles Regional Food Bank provides food to low-income seniors (60+). Requirements: Income verification and picture identification are required to receive the food.Food Pantry Hours:4th Monday of every month9:00am - 11:00amFor more information, please call. ...",91733,(626) 575-5431,South El Monte,San Gabriel Valley Service Center ,https://www.foodpantries.org/gallery/no_photo_5.jpg,1441 Santa Anita Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Regional Native American Food Bank serving all communities throughout  Southern California. We distribute 100 lb family pack program for  agencies support, aide with food distributions to local pantries,  homeless outreaches, support local government with emergency food  source, youth organizations,  and veteran support. HoursMonday - Friday8:00am - 4:00pmSaturday 8:00am - 2:00pmOpen most holidays.For more information, please call. ...",91733,(626) 442-4273,South El Monte,God Provides Food Bank - Native American Food Bank,https://www.foodpantries.org/gallery/no_photo_9.jpg,2453 Troy Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hours:Every Thursday 8:00am to 10:00amCanned foods, bread and meats....",90706,(562) 920-7796,Bellflower,St Dominic Savio Church,https://www.foodpantries.org/gallery/no_photo_7.jpg,13400 Bellflower BLVD,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Thurday9:00am - 3:00pmEmergency Food Assistance; location in Ontario, Pomona, Claremont and San DimasEmergency Housing Program. For more information, please call. ",91768,(909) 622-3806,Pomona,Inland Valley Hope Partners,https://www.foodpantries.org/gallery/33605_inland-valley-hope-partners_phr.jpg,1753 N. Park Ave.,https://schema.org
PostalAddress,CA,LocalBusiness, The Human Services Program is devoted to providing programs and/or services that support individuals and families in resolving problems and improving their quality of life.  Some of our services include:      Uplifting the community by providing hunger relief through our bi-monthly Feeding our Friends distribution of food to needy families.     Implementing programs and/or services that satisfy gaps of need for the under-served.     Partnering with community leaders and organizations through the annual Christmas Collabo,91767,(909) 621-5369,Pomona,CUSH Foundation,https://www.foodpantries.org/gallery/33743_cush-foundation_pwd.png,2343 N. San Antonio Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Serves: The greater Los Angeles and Inland Empire.  Free Lunch Program 100 lb Family Pack Program Group homes and sober living food support Pantries pick up program Direct support for LASD food outreaches.  Hours: Monday - Saturday 8:00am - 4:00pmFor more information, please call. ",91767,(626) 200-0356,Pomona,God Provides Ministry Food Bank,https://www.foodpantries.org/gallery/38335_god-provides-ministry-food-bank_xst.jfif,284 E. Holt Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Monthly assistance food emergency program. Provides monthly assistance to homeless individuals or families and once-every-two-months assistance to those with an address. Participants are given a box of food generally including meat, bread, eggs, and miscellaneous foodstuffs, depending on availability. Bus vouchers are also available.Hours: Mondays through Fridays 8am to 12 noon, 1pm to 4pm. ",91767,(909) 623-1579,Pomona,Pomona Salvation Army Emergency Food,https://www.foodpantries.org/gallery/no_photo_10.jpg,490 E. La Verne Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Emergency food assistanceWalk in at the specified time to receive food. Call to confirm current distribution times.Other Services1. Providing programs for at-risk youth;2. Educational and tutoring programs for all ages;3. Feeding those who need food;4. Conducting vocational training forDrop-outs, disadvantaged, and displaced individuals;5. Providing and developing jobs;6. Providing educational assistance;7. Providing housing for the homelessand low-moderate income individuals;8. Pr",91766,(909) 622-0094,Pomona,For Christ's Sake Economic Development Corporation Pomona,https://www.foodpantries.org/gallery/no_photo_9.jpg,727 W 12th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Clothing and Furniture Ministries and Food PantryPurpose Church distributes gently used furniture to families in need. Our church donates the items in clean, working condition, dressers, dining rooms sets, refrigerators, microwaves, and beds. The Clothing Room Hours: Tuesday 9:00am - 11:00amOffers gently used clothing, shoes and linens. Donations: May be dropped off during the week at our Administration Center.Monthly Homeless OutreachEvery third Saturday, volunteers help fe",91768,(909) 629-5277,Pomona,Purpose Church Food Pantry,https://www.foodpantries.org/gallery/38527_purpose-church-food-pantry_dmm.png,586 N. Main Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Pantry Hours: 2nd Monday of Every Month10:00am - 12:00pmHOT BREAKFAST PROGRAMSServing the homeless once a monthProvide encouragement and counselingProvide supplies/toiletriesFAMILY PROGRAMSCounseling servicesFood PantryResource servicesReferral ServicesFor more information, please call. ",91766,(951) 212-2031,Pomona,Angels Who Care - White Avenue Baptist Church,https://www.foodpantries.org/gallery/38528_angels-who-care_kop.jpg,675 S. White Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable",91761,(909) 622-3806,Pomona, Inland Valley Hope Partners - Sova Program Center,https://www.foodpantries.org/gallery/38530_sova-program-center_meb.jpg,1753 N Park Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Free Meals Hours:Sunday 2:00pmFood Pantry Hours:Sunday3:45pm At Helping Hands, Caring Hearts, we strive to show God's love in a practical way by serving home cooked meals to homeless men and women throughout the Pomona Valley on a weekly basis. For more information, please call. ",91769,(909) 973-2422,Pomona,Helping Hands Caring Hearts,https://www.foodpantries.org/gallery/38534_helping-hands-caring-hearts_zxt.jpg,480 W. Monterey Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Requirements:Photo IDVerofocation of incomeProop of address Hours:Thursday9:30am - 3:30pmFor more information, please call. ",91768,(909) 622-3806,Pomona,Inland Valley Hope Partners Urban Mission Ourtreach,https://www.foodpantries.org/gallery/38898_ca_91768_inland-valley-hope-partners-urban-mission-ourtreach_xqy.jpg,810 South White Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Friday4:00pmFor more information, please call. ",,(909) 593-7070,Pomona,New Life Community,https://www.foodpantries.org/gallery/no_photo_7.jpg,275 E Foothill Blvd,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Saturday8:00am - 4:00pm For more information, please call. ",91767,(626) 200-0356,Pomona,Pomona Valley Food Bank,https://www.foodpantries.org/gallery/39236_ca_91767_pomona-valley-food-bank_eni.jpg,284 E. Holt Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Provides a food pantry.  Pantry Hours: Every 1st and 3rd Thursday of the month 9:00am - 11:00amFor more information, please call. ",90278,(310) 370-4319,Redondo Beach,Project: NEEDS,https://www.foodpantries.org/gallery/24178_project:_needs_90278_ave.jpg,2600 Nelson Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,Food Pantry Hours:Monday4:00pm to 6:00pmWe are a Christ-centered non profit established by Coast Christian Fellowship to help those in our community address the complex and challenging needs they face. Our hope is that participants in Lydia's House will be filled with hope and courage as they are equipped to overcome obstacles and walk in the fullness of their God-given destiny.We are currently partnering with the LA Food Bank to give out free groceries to those in need. As we expand we hope to grow in the services ...,90505,(310) 373-8573,Torrance,Coast Christian Fellowship,https://www.foodpantries.org/gallery/no_photo_3.jpg,4000 Pacific Coast Hwy,https://schema.org
PostalAddress,CA,LocalBusiness,"New Challenge Ministries runs a Food Bank for those individuals or families in need. Hours: Monday through Saturday10:30am - 12:00pmThis service is available to anyone and is not based upon religious affiliation. This is a program to serve the community and those in need. Food offered varies from day-to-day, but usually includes milk, eggs, cheese, bread, vegetables, fruits, and/or juices.For more information, please call. ...",90501,(310) 320-4171,Torrance,New Challenge Ministries Torrance,https://www.foodpantries.org/gallery/no_photo_8.jpg,21804 Halldale Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry which provides groceries in InglewoodFood Pantry open for those in need: 10am to Noon, Tue and Fri. Donations can be dropped off between 9am to Noon, Tue and Fri....",90302,310-677-5597,Ingelwood,Food Pantry LAX,https://www.foodpantries.org/gallery/no_photo_1.jpg,355 E. Beach St.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ...",90066,(310) 390-5034,Los Angeles,St. Gerard's Social Service Food Pantry,https://www.foodpantries.org/gallery/no_photo_6.jpg,4439 Inglewood Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"For more information, please call....",90291,310 822-5410,Oakland,California Food and Justice Coalition,https://www.foodpantries.org/gallery/no_photo_2.jpg,398 60th St.,https://schema.org
