@context,@type,url,sameAs,contactPoint,alternateName,name,itemListElement,address,image,description,telephone,contactPoint_@type,contactPoint_contactType,contactPoint_email,contactPoint_url,itemListElement_item_name,itemListElement_position,itemListElement_@type,itemListElement_item_@id,address_addressLocality,address_streetAddress,address_addressRegion,address_postalCode,address_@type
https://schema.org,LocalBusiness,,,,,Food Bank of el Dorado County ,,,https://www.foodpantries.org/gallery/1126_food-bank-of-el-dorado-county-el-dorado-hills_plm.jpg,"The mission of the Food Bank of El Dorado County is to provide comprehensive services in collaboration with other hunger-response agencies that will help transform the lives of people in need by: providing nutritious foods, advocating for and participating in various programs, including nutrition education. In short, we aim to prevent hunger and provide hope to our most at-risk population in El Dorado County. Office Hours:Monday- Friday8:00am- 4:00pmDonation Hours:8:00am- 3:00pmFor more",(530) 621-9950,,,,,,,,,Cameron Park,4550 Business Dr. ,CA,95682,PostalAddress
https://schema.org,LocalBusiness,,,,,Food Bank Of El Dorado County,,,https://www.foodpantries.org/gallery/1157_food-bank-of-el-dorado-county_mcn.gif,"Office Hours:Monday- Friday8:00am- 4:00pmDonation Hours:8:00am- 3:00pmFor more information, please call.",(530) 621-9950,,,,,,,,,Cameron Park,4550 Business Drive,CA,95682,PostalAddress
https://schema.org,LocalBusiness,,,,,Welcome INN,,,https://www.foodpantries.org/gallery/34299_ca_92624_welcome-inn_shi.png,"Hours:Monday through Friday 4:30pm Saturday and Sunday Located in the cul de sac at the corner of Domingo Ave and Sepulveda Ave in Capistrano Beach (nearby address 26010 Domingo Ave, Capistrano Beach, CA).",866-334-5210,,,,,,,,,Capistrano Beach,,CA,92624,PostalAddress
https://schema.org,LocalBusiness,,,,,Carmichael Food Closet,,,https://www.foodpantries.org/gallery/33816_carmichael-food-closet_qje.png,"Our Food Closet ministry was established in 1973 to assist the hungry folk in Sacramento''s north area. We provide food items for a three-day balanced menu (breakfast, lunch, and dinner) for singles and families.Serves: 95608, 95610, 95621, 95628, 95821, 95841, 95825, 95864..Hours: Monday through Fridays (except holidays)Call 10:00am and 12:00pmTo place your order and&nbsp; plan to pick it up from 2:00pm to 3:30pm that same day.You may receive food once a month for six months in a 12-month perio",(916) 483-9232,,,,,,,,,Carmichael,5645 Marconi Ave,CA,95608,PostalAddress
https://schema.org,LocalBusiness,,,,,Templo Sinai,,,https://www.foodpantries.org/gallery/1668_templo-sinai_ric.jpg,Hours:2nd Saturday of the month10:00am to 1:00pm Requirements:Picture ID required,559-864-0129,,,,,,,,,Caruthers,654 Raider St,CA,93609,PostalAddress
https://schema.org,LocalBusiness,,,,,Caruthers United Methodist Church,,,https://www.foodpantries.org/gallery/38822_ca_93609_caruthers-united-methodist-church_umo.jpg,"Food giveaway. Hours:The third Wednesday of every month6:30pmFor more information, please call. ",(559) 772-5104,,,,,,,,,Caruthers,2359 W Superior Ave.,CA,93609,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Based Coalition / Day Reporting Center (DRC),,,https://www.foodpantries.org/gallery/no_photo_4.jpg,"This DRC is located at the Chico Parole Unit and offers programs to help clients continue their education and obtain counseling services. Some of the programs offered include GED preparation, computer literacy, life skills classes, resume/interview workshops, substance abuse treatment, anger management classes, and referrals to sober living/transitional housing.  They also have a food pantry and clothing closet. Operated by the Butte County Office of Education (BCOE). Hours: Monday - Friday 8:00am - 4:00pm",(530) 879-7527,,,,,,,,,Chico,1370 Ridgewood Drive,CA,95973,PostalAddress
https://schema.org,LocalBusiness,,,,,Help 4 People,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,"We provide services for residents of Paradise, Magalia and  Stifling City, CAHours: Tuesday &amp; Thursday 9:00AM to 1:00PM We are an emergency food bank. We provide 3 days of food for your Family every 3 months. Requirements:Please provide a SS card or medical Card for each member of your family, a photo ID for each adult.A piece of mail with your current address.  We follow the same financial requirements as the state of  California for Cal Fresh recipients. ...",(530) 872-4357,,,,,,,,,Paradise,5533 Skyway Rd,CA,95969,PostalAddress
https://schema.org,LocalBusiness,,,,,Inland Valley Hope - Chino Center,,,https://www.foodpantries.org/gallery/38533_chino-center_oai.jpg,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable",(909) 622-3806,,,,,,,,,Chino,5581 Daniels Streey,CA,91710,PostalAddress
https://schema.org,LocalBusiness,,,,,For Christ's Sake Economic Development Corporation Pomona,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Emergency food assistanceWalk in at the specified time to receive food. Call to confirm current distribution times.Other Services1. Providing programs for at-risk youth;2. Educational and tutoring programs for all ages;3. Feeding those who need food;4. Conducting vocational training forDrop-outs, disadvantaged, and displaced individuals;5. Providing and developing jobs;6. Providing educational assistance;7. Providing housing for the homelessand low-moderate income individuals;8. Pr...",(909) 622-0094,,,,,,,,,Pomona,727 W 12th Street,CA,91766,PostalAddress
https://schema.org,LocalBusiness,,,,,God Provides Ministry Food Bank,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Serves: The greater Los Angeles and Inland Empire.  Free Lunch Program 100 lb Family Pack Program Group homes and sober living food support Pantries pick up program Direct support for LASD food outreaches.  Hours: Monday - Saturday 8:00am - 4:00pmFor more information, please call. ...",(626) 200-0356,,,,,,,,,Pomona,284 E. Holt Ave.,CA,91767,PostalAddress
https://schema.org,LocalBusiness,,,,,Pomona Valley Food Bank,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Hours:Monday - Saturday8:00am - 4:00pm For more information, please call. ...",(626) 200-0356,,,,,,,,,Pomona,284 E. Holt Ave,CA,91767,PostalAddress
https://schema.org,LocalBusiness,,,,,Inland Valley Hope Partners Urban Mission Ourtreach,,,https://www.foodpantries.org/gallery/no_photo_3.jpg,"Requirements:Photo IDVerofocation of incomeProop of address Hours:Thursday9:30am - 3:30pmFor more information, please call. ...",(909) 622-3806,,,,,,,,,Pomona,810 South White Ave,CA,91768,PostalAddress
https://schema.org,LocalBusiness,,,,,Angels Who Care - White Avenue Baptist Church,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Food Pantry Hours: 2nd Monday of Every Month10:00am - 12:00pmHOT BREAKFAST PROGRAMSServing the homeless once a monthProvide encouragement and counselingProvide supplies/toiletriesFAMILY PROGRAMSCounseling servicesFood PantryResource servicesReferral ServicesFor more information, please call. ...",(951) 212-2031,,,,,,,,,Pomona,675 S. White Avenue,CA,91766,PostalAddress
https://schema.org,LocalBusiness,,,,,Shepherds Temple Church of God in Christ ,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Food Pantry Hours: The 1st Friday of the month9:00am to 12:00pmGates usually close between 12:15 and 12:30 afternoon unless it's a holiday.If you're a few minutes late you're still pretty safe.   All types of fruits and vegetables, drink, breads and a variety of salads available! There's usually a variety of foods available. Volunteers assist this organization in giving out the foods.  So if you want to volunteer they'd be happy to have you! 18 and older please! The pastor and wife are in charge so if you have",(559) 665-1076,,,,,,,,,Chowchilla,16283 Ave 24 1/2,CA,93610,PostalAddress
https://schema.org,LocalBusiness,,,,,Biola Community Center,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Hours: 2nd Thursday of the month8am - 2pm Requirements:Picture ID required...,(559) 843-2657,,,,,,,,,Biola,4925 N 7th St,CA,93606,PostalAddress
https://schema.org,LocalBusiness,,,,,Sunrise Christian Food Ministries ,,,https://www.foodpantries.org/gallery/32498_sunrise-christian-food-ministries_sng.jpg,"Serves: Citrus Heights, Fair Oaks, &amp; Orangevale since 1983.Hours:Monday - Friday 11:30am-3:00pmFor more information, please call. ",(916) 965-5431,,,,,,,,,Citrus Heights,5901 San Juan Ave,CA,95610,PostalAddress
https://schema.org,LocalBusiness,,,,,Claremont Joslyn Senior Center,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable sha",(909) 622-3806,,,,,,,,,Claremont,660 N. Mountain Ave.,CA,91711,PostalAddress
https://schema.org,LocalBusiness,,,,,New Life Community,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,"Hours:Friday4:00pmFor more information, please call. ...",(909) 593-7070,,,,,,,,,Pomona,275 E Foothill Blvd,CA,,PostalAddress
https://schema.org,LocalBusiness,,,,,CUSH Foundation,,,https://www.foodpantries.org/gallery/no_photo_8.jpg, The Human Services Program is devoted to providing programs and/or services that support individuals and families in resolving problems and improving their quality of life.  Some of our services include:      Uplifting the community by providing hunger relief through our bi-monthly Feeding our Friends distribution of food to needy families.     Implementing programs and/or services that satisfy gaps of need for the under-served.     Partnering with community leaders and organizations through the annual Christmas Collabo...,(909) 621-5369,,,,,,,,,Pomona,2343 N. San Antonio Avenue,CA,91767,PostalAddress
https://schema.org,LocalBusiness,,,,,Pomona Salvation Army Emergency Food,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Monthly assistance food emergency program. Provides monthly assistance to homeless individuals or families and once-every-two-months assistance to those with an address. Participants are given a box of food generally including meat, bread, eggs, and miscellaneous foodstuffs, depending on availability. Bus vouchers are also available.Hours: Mondays through Fridays 8am to 12 noon, 1pm to 4pm. ...",(909) 623-1579,,,,,,,,,Pomona,490 E. La Verne Ave.,CA,91767,PostalAddress
https://schema.org,LocalBusiness,,,,,Foothill Family Shelter,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Foothill Family Shelter offers incredible services for homeless and low-income families. There are several ways to get involved; we have many exciting volunteer opportunities and we are always in need of canned food, diapers, wipes and hygiene products. Serves: The cities of Upland, Rancho Cucamonga, Montclair,  and Ontario in San Bernardino County and Pomona and Claremont in Los  Angeles County. HoursTuesday - Friday 9:00am - 5:00pm (closed 12-1 for lunch)For more information, please ca...",(909) 920-0453,,,,,,,,,Upland,"1501 W. 9 Street, ",CA,91786,PostalAddress
https://schema.org,LocalBusiness,,,,,Inland Valley Hope Partners,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Hours:Monday - Thurday9:00am - 3:00pmEmergency Food Assistance; location in Ontario, Pomona, Claremont and San DimasEmergency Housing Program. For more information, please call. ...",(909) 622-3806,,,,,,,,,Pomona,1753 N. Park Ave.,CA,91768,PostalAddress
https://schema.org,LocalBusiness,,,,,Clovis Salvation Army,,,https://www.foodpantries.org/gallery/1670_clovis-salvation-army_duv.jpg,Commodities avail 1st Tues Hours 9:00am to 12:00pm Picture ID required,(559) 298-6797,,,,,,,,,Clovis,210 E Barstow Ave,CA,93612,PostalAddress
https://schema.org,LocalBusiness,,,,,Faith Community Church,,,https://www.foodpantries.org/gallery/1671_faith-community-church_eiq.jpg,Hours 3rd Saturday of the month 10:00am to 12:00pm Picture ID required,(559) 298-3097,,,,,,,,,Clovis,430 Peach Ave,CA,93612,PostalAddress
https://schema.org,LocalBusiness,,,,,Mountain View Community Church,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"We distribute dry grocery and some produce.Hours:The 4th Saturday of every month 10:00am - 11:00am Distribution takes place at the main entrance to the church, with parking available.For more information, please call. ...",(559) 291-9199,,,,,,,,,Fresno,3600 N Fowler Ave,CA,93727,PostalAddress
https://schema.org,LocalBusiness,,,,,Life Cathedral Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_3.jpg,"The LC Food Pantry Hours:The 2nd Saturday 10:00am until the food is gone (or 11:30am at the latest)We are also open for Meat Only giveaways. Those openings are announced via our Facebook page @ www.facebook.com/LifeCathedralFoodPantryFor more information, please call. ...",(559) 299-4747,,,,,,,,,Fresno,6865 N Maple Ave ,CA,93710,PostalAddress
https://schema.org,LocalBusiness,,,,,Wesley United Methodist Church - Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_3.jpg,"Wesley United Methodist Church distributes food bags.Hours:ONLY distribute Thursday9:00am until the bags run out A household can receive one bag of food every 30 days.For more information, please call....",(559) 224-1947,,,,,,,,,Fresno,1343 E. Barstow Ave,CA,93710,PostalAddress
https://schema.org,LocalBusiness,,,,,The Bridge EV Free Church Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Hours:1st &amp; 3rd Wednesday of each month 9:00 to 12:00 or until food is goneFor more information, please call. ...",(559) 226-4100,,,,,,,,,Fresno,3438 E. Ashlan,CA,93726,PostalAddress
https://schema.org,LocalBusiness,,,,,Fresno Central SDA Community Services,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"For more information, please call. ...",(559) 221-4247,,,,,,,,,Fresno,422 E Shields Ave,CA,93704,PostalAddress
https://schema.org,LocalBusiness,,,,,Fish Food Bank - Coachella,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Emergency Food Bank Hours:Monday - Friday 10:00am - 12:00pmServes Greater Indio area, La Quinta, Palm Desert, Riverside County&nbsp;For more information, please call. ",(760) 398-1600,,,,,,,,,Coachella,52555 Oasis Palms Ave,CA,92236,PostalAddress
https://schema.org,LocalBusiness,,,,,Chapel Grace Baptist Church,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Community food pantry, serving the city of Coalinga",559 935-0724,,,,,,,,,Coalinga,120 E Hawthorne Street,CA,93210,PostalAddress
https://schema.org,LocalBusiness,,,,,Herbs Kitchen,,,https://www.foodpantries.org/gallery/36867_herbs-kitchen_lvs.png,"Hours:The 3rd Wednesday of the month9:00am For more information, please call.",(559) 935-0724,,,,,,,,,Coalinga,120 E Hawthorne Street,CA,93210,PostalAddress
https://schema.org,LocalBusiness,,,,,Westside Family Preservation Services Network,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Hours:The 4th Wed of every month8:00am - 2:00pm Requirements:Picture ID required...,559-945-1022,,,,,,,,,Huron,16846 4th Street,CA,93234,PostalAddress
https://schema.org,LocalBusiness,,,,,Avenal First Baptist Church,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,Provides a food pantry.  Serves Avenal and Kettleman City. Must have referral from Kings Co. Human Resources or Healthy Start Program of the Reef-Sunset School District. Pantry Hours: Monday through Friday 9:00am - 6:00pm...,(559) 386-5191,,,,,,,,,Avenal,208 East Kings Street,CA,93204,PostalAddress
https://schema.org,LocalBusiness,,,,,Trinity County Food Bank - Community Church,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Hours:1st Thursday of every month11:00am - 12:00pm,,,,,,,,,,Coffe Creek,420 Coffe Creek Rd,CA,96091,PostalAddress
https://schema.org,LocalBusiness,,,,,Colonia Village Tennant Association,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,Provides a food pantry.  Pantry Hours: 2nd Saturday of Every month 8:00am-12:00pm,805-385-8163,,,,,,,,,Colonia,126-B Amelia Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Centro Familiar Christiano,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,Provides a food pantry.  Pantry Hours: Saturday 7:00pm -7:30pm,805-486-4294,,,,,,,,,Colonia,427 N. Harrison Ave,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,SHARE Food Pantry,,,https://www.foodpantries.org/gallery/32434_SHARE+-+Parking+lot.JPG,"SHARE Food Pantry is located at the First Christian Church. Hours:Monday, Tuesday, Wednesday, Friday10:00am - 2:00pmClosed on Thursday and most holidays",(925) 827-4273,,,,,,,,,Concord,3039 Willow Pass Road,CA,94519,PostalAddress
https://schema.org,LocalBusiness,,,,,St. Francis of Assisi  St. Vincent de Paul Food Pantry,,,https://www.foodpantries.org/gallery/32431_st_francis_of_assisi_st_vincent_de_paul_food_pantry_quz.jpg,"St. Vincent de Paul in partnership with the Food Bank of Contra Costa and Solano provides one-time emergency food.Requirements:IDFor families of 6+, please bring medical cards of each family memberHours: The first and third Wednesday of the month 11:00am For more information, please call. ",(925) 682-5811,,,,,,,,,Concord,860 Oak Grove Road,CA,94518,PostalAddress
https://schema.org,LocalBusiness,,,,,Food Bank Contra Costa Solano,,,https://www.foodpantries.org/gallery/32432_extra_helpings_food_program_food_bank_contra_costa_solano_vzq.jpg,"Provides vital nourishment to low income individuals living with specific chronic illness. Participants are required to be involved with county case management and be updated yearly. Clients receive non-perishable food boxes along with fresh produce. Frequently, additional food items are available. Although this program does not provide individuals with all that is required for proper nutrition, it does provide a great supplemental benefit. Food is distributed at community locations on specific dates, NOT at the Food Bank.",(925) 676-7543,,,,,,,,,Concord,4010 Nelson Avenue,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,The Salvation Army Concord Food Pantry,,,https://www.foodpantries.org/gallery/32624_the-salvation-army-concord-food-pantry_wov.jpg,"Hours:Monday, Tuesday10:00am - 3:30pm (closed 12:00pm - 1:00pm)Wednesday, Thursday1:00pm - 3:30pm Friday 10:00am - 12:00pm Serving Central Contra Costa County residents.  Once every 30 days.  First timers (and those who have not been in for more than year, need to bring ID for each family member, mail for each adult, and proof of any income coming into the home.  Walk-ins only, although we do recommend calling in to make sure we're open.For more information, please call.  ",(925) 676-6180,,,,,,,,,Concord,3950 Clayton Rd,CA,94521,PostalAddress
https://schema.org,LocalBusiness,,,,,Food Pantry - Queen of All Saints - St. Vincent de Paul,,,https://www.foodpantries.org/gallery/33486_food-pantry-queen-of-all-saints-st-vincent-de-paul_ngq.jpg,"Pantry Hours: Monday, Wednesday, Friday 9:30am&nbsp; -&nbsp; 11:30amFor more information, please call. ",(925) 609-5944,,,,,,,,,Concord,2390 Grant Street,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,Concord Christ Community Church of the Nazarene Food Pantry,,,https://www.foodpantries.org/gallery/33507_concord-christ-community-church-of-the-nazarene-food-pantry_vgv.jpg,"Pantry Hours: Saturday9:00am - 11:00amFirst-come, first served.",(925) 685-4343,,,,,,,,,Concord,1650 Ashbury Drive,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,Parkhaven Baptist Church Food Pantry,,,https://www.foodpantries.org/gallery/33531_parkhaven-baptist-church-food-pantry_pmk.jpg,"Pantry Hours: Tuesday4:00pm  - 5:00pm Volunteers and Donations: Are welcome. We serve approximately 1000 people every month. Come serve with us!For more information, please call. ",(925) 671-0702,,,,,,,,,Concord,1187 Meadow Lane,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,St. Bonaventure Food Pantry,,,https://www.foodpantries.org/gallery/33549_st-bonaventure-food-pantry_hyz.jpg,"Provides food boxes for low-income residents of Clayton and Concord. Walk-ins preferred.  Hours: Tuesday10:00am - 11:00am Clayton and Concord residents only; walk-ins preferred. For more information, please call. ",(925) 672-5800,,,,,,,,,Concord,5562 Clayton Road,CA,94521,PostalAddress
https://schema.org,LocalBusiness,,,,,Christ Community Church of Nazarene - Pantry,,,https://www.foodpantries.org/gallery/36160_ca_church-of-nazarene-pantry_aed.png,FREE FRESH PRODUCE twice a month to low-income individuals and their family. Please bring 2 bags with handlesHOURS1st and 3rd Wednesday12:00pm to 1:00pmHORAS DE ATENCION1ro y 3er Miercoles12:00pm - 1:00pm,925-671-0101,,,,,,,,,Concord,1650 Ashbury Drive,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,WIC Concord - Pantry,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"COMMUNITY PRODUCE PROGRAM - FREE PRODUCEWe provide FREE FRESH PRODUCE to low-income family twice a week. Please bring 2 bags with handle.HOURS1st and 3rd Wednesday2:00pm - 3:00pmPROGRAMA COMUNITARIO DE HORTALIZAS - GRATISOfrecemos HORTALIZAS FRESCAS Y GRATIS a familias de pocos recursos, dos veces por semana. Por favor, traer 2 funda, envoltura o bolso de 2 manijas.HORARIO DE ATENCION&nbsp;1ero y",925 -646-5370,,,,,,,,,Concord,2355 Stanwell Circle,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,St. Bonaventure's Church - Pantry,,,https://www.foodpantries.org/gallery/36178_ca_st-bonaventures-church_lkt.jpg?oh=e15506e9f0aac06a619ac86ac114ad16&oe=5616BC50,"COMMUNITY PRODUCE PROGRAM - FREE PRODUCEWe provide FREE FRESH PRODUCE to low-income family twice a week. Please bring 2 bags with handle.HOURS1st and 3rd Wednesday&nbsp;4:00pm - 5:00pmPROGRAMA COMUNITARIO DE HORTALIZAS - GRATISOfrecemos HORTALIZAS FRESCAS Y GRATIS a familias de pocos recursos, dos veces por semana. Por favor, traer 2 funda, envoltura o bolso de 2 manijas.HORARIO DE ATE",(925) 672-5800,,,,,,,,,Concord,5562 Clayton Road,CA,94521,PostalAddress
https://schema.org,LocalBusiness,,,,,La Clinica de la Raza - Pantry,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"COMMUNITY PRODUCE PROGRAM - FREE PRODUCEWe provide FREE FRESH PRODUCE to low-income family twice a week. Please bring 2 bags with handle.HOURS1st and 3rd Saturday10:00am - 11:00amPROGRAMA COMUNITARIO DE HORTALIZAS - GRATISOfrecemos HORTALIZAS FRESCAS Y GRATIS a familias de pocos recursos, dos veces por semana. Por favor, traer 2 funda, envoltura o bolso de 2 manijas.HORARIO",925-363-2005,,,,,,,,,Concord,2000 Sierra,CA,94518,PostalAddress
https://schema.org,LocalBusiness,,,,,Cambridge Elementary - Pantry,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"COMMUNITY PRODUCE PROGRAM - FREE PRODUCEWe provide FREE FRESH PRODUCE to low-income family twice a week. Please bring 2 bags with handle.HOURS1st and 3rd Saturday12:00pm - 1:00pmPROGRAMA COMUNITARIO DE HORTALIZAS - GRATISOfrecemos HORTALIZAS FRESCAS Y GRATIS a familias de pocos recursos, dos veces por semana. Por favor, traer 2 funda, envoltura o bolso de 2 manijas.",925-686-4749,,,,,,,,,Concord,1135 Lacey Lane,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,Good Shepherd Lutheran Church - Pantry,,,https://www.foodpantries.org/gallery/36182_ca_94521_good-shepherd-lutheran-church-pantry_tze.jpg,"FOOD PROGRAM (SENIOR)Low-income individuals aged 55 and older, will receive FREE groceries, two times per moth. Only one senior per household.Bring a picture ID (Identificacion con Foto)Proof of address (PG&E bill) (Comprobante de direccion domiciliaria)HOURS1st and 3rd Thursday10:30am - 12:00pm Effective August 6, 2015,  Good Shepherd distribuit",(925) 682-8410,,,,,,,,,Concord,4000 Clayton Rd,CA,94521,PostalAddress
https://schema.org,LocalBusiness,,,,,Monument Crisis Center,,,https://www.foodpantries.org/gallery/36183_ca_94520_monument-community-center_evp.jpg,"FOOD PROGRAM (SENIOR)Low-income individuals aged 55 and older, will receive FREE groceries, two times per moth. Only one senior per household.Requirements:Bring a picture ID (Identificacion con Foto)Proof of address (PG&amp;E bill) (Comprobante de direccion domiciliaria)Birth certificates for children in your household (Partida de nacimiento para cada niÃ±o que vive en el hogar)Proof of income or assistance (Ex: check stub, letter of assistance) (Comprobante de salario o ayuda",(925) 825-7751,,,,,,,,,Concord,1990 Market Street,CA,94520,PostalAddress
https://schema.org,LocalBusiness,,,,,Corning Christian Assistance,,,https://www.foodpantries.org/gallery/no_photo_9.jpg," Emergency Food Program Lending a hand when others can't  Beginning in 2008, St. Elizabeth Community Hospital is partnering with Corning Christian Assistance to provide emergency food to Tehama County residents in need.  A grass roots effort and one made up of several Corning churches, Corning Christian Assistance provides a 4-day supply of food to families facing emergencies and life's unexpected trials and tribulations.  Additionally, Corning Christian Assistance provides referrals to families in need of other service",(530) 824-3866,,,,,,,,,Corning,710 4th Street,CA,96021,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Based Coalition / Day Reporting Center (DRC),,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"This DRC is located at the Chico Parole Unit and offers programs to help clients continue their education and obtain counseling services. Some of the programs offered include GED preparation, computer literacy, life skills classes, resume/interview workshops, substance abuse treatment, anger management classes, and referrals to sober living/transitional housing.  They also have a food pantry and clothing closet. Operated by the Butte County Office of Education (BCOE). Hours: Monday - Friday 8:00am - 4:00pm...",(530) 879-7527,,,,,,,,,Chico,1370 Ridgewood Drive,CA,95973,PostalAddress
https://schema.org,LocalBusiness,,,,,Corona-Norco Settlement House,,,https://www.foodpantries.org/gallery/33765_nuqwwjhqzl.jpg,"The mission of the Settlement House is to be a major source of compassion, information, and emergency support for people in the Corona-Norco community facing personal crises that threaten their stability, safety, housing and health.The Food Pantry Hours Monday through Friday  4:00pm to 5:30pmBagged groceries are distributed to low-income families and individuals who have cooking facilities . All clients are screened for eligibility. For more information, please call. ",(951) 737-3504,,,,,,,,,Corona,507 South Vicentia Avenue,CA,92882,PostalAddress
https://schema.org,LocalBusiness,,,,,Manna House/Inland Vineyard Christian Fellowship,,,https://www.foodpantries.org/gallery/37045_manna-houseinland-vineyard-christian-fellowship_ply.jpg,"Grocery distribution Hours: Saturday9:00am - 10:00am All guests age 18 and over are eligible to receive groceries.4th Saturday of each month we also offer a full medical clinic 8:30am - 10:30am.For more information, please call. ",(951) 549-1192,,,,,,,,,Corona,935 N. McKinley Street,CA,92879,PostalAddress
https://schema.org,LocalBusiness,,,,,Inland Valley Hope - Chino Center,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable...",(909) 622-3806,,,,,,,,,Chino,5581 Daniels Streey,CA,91710,PostalAddress
https://schema.org,LocalBusiness,,,,,Canyon Hills Friends Church,,,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Provides a food pantry.  Call first, serves Yorba Linda, Anaheim Hills. Pantry Hours: Monday - Thursday 8:00am - 4:00pmFor more information, please call. ...",(714) 695-0100,,,,,,,,,Yorba Linda,20400 Fairmont Connector,CA,92886,PostalAddress
https://schema.org,LocalBusiness,,,,,San Antonio Family Assistance,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,Provides a food pantry.  Pantry hours: Thursdays 12pm -3pm...,714-974-9728,,,,,,,,,Anaheim,5800 E. Santa Ana Canyon Rd.,CA,92807,PostalAddress
https://schema.org,LocalBusiness,,,,,St Vincent de Paul - St Martin de Porres,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Provides a food pantry.  Pantry Hours: Monday, Wednesday, Thursday 1:30 - 4:00pmTuesday 3:30pm - 6:00pm...",714-970-2771,,,,,,,,,Yorba Linda,19767 Yorba Linda Blvd,CA,92886,PostalAddress
https://schema.org,LocalBusiness,,,,,Vineyard Christian Fellowship,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,"Provides a food pantry.  Pantry Hours:The food pantry is open Tuesdays and Thursdays from 8:30-11:30For more information, please call. ...",(714) 777-4777,,,,,,,,,Anaheim,5340 E. La Palma,CA,92807,PostalAddress
https://schema.org,LocalBusiness,,,,,Vineyard Christian Fellowship - Costa Mesa,,,https://www.foodpantries.org/gallery/24315_vineyard_christian_fellowship_92626_eqp.jpg,"Provides a food pantry.  Pantry Hours: Mondays through Friday9:00am - 5:00pmBy Appointment Only For more information, please call. ",(714) 556-8463,,,,,,,,,Costa Mesa,102 E Baker Street,CA,92626,PostalAddress
